brand,model,processorBrand,processorName,generation,ram,ssd,hdd,os,osBit,price
DELL,Vostro,Intel,Core i5,11,8,256,1024,Windows,64,54990
HP,Pavilion,Intel,Core i5,11,8,256,1024,Windows,64,71990
DELL,3511,Intel,Core i5,11,8,256,1024,Windows,64,69900
Lenovo,Ideapad,Intel,Core i5,11,8,256,1024,Windows,64,65990
ASUS,VivoBook,Intel,Core i5,11,8,256,1024,Windows,64,49990
DELL,Vostro,Intel,Core i5,11,8,256,1024,Windows,64,58990
Lenovo,IdeaPad,Intel,Core i5,10,8,256,1024,Windows,64,74590
ASUS,Missing,Intel,Core i5,10,8,256,1024,Windows,32,58990
ASUS,VivoBook,Intel,Core i5,11,8,256,1024,Windows,64,64990
DELL,Inspiron,Intel,Core i5,11,8,256,1024,Windows,64,66490
DELL,G3,Intel,Core i5,10,8,256,1024,Windows,64,77900
DELL,Inspiron,Intel,Core i5,11,8,256,1024,Windows,64,67490
DELL,Vostro,Intel,Core i5,11,8,256,1024,Windows,64,61990
DELL,Inspiron,Intel,Core i5,11,8,256,1024,Windows,64,58990
Lenovo,IdeaPad,Intel,Core i5,10,8,256,1024,Windows,64,74999
ASUS,VivoBook,Intel,Core i5,11,8,256,1024,Windows,64,68900
DELL,Inspiron,Intel,Core i5,11,8,256,1024,Windows,64,71695
Acer,Travelmate,Intel,Core i5,11,16,256,1024,Windows,64,62490
DELL,Inspiron,Intel,Core i5,8,8,0,2048,Windows,64,62317
MSI,GS66,Intel,Core i5,10,8,0,512,DOS,32,207290
DELL,Inspiron,Intel,Core i7,8,16,256,0,Windows,64,87990
Avita,Liber,Intel,Core i7,8,8,256,0,Windows,64,73990
Avita,Liber,Intel,Core i7,8,8,256,0,Windows,64,73990
Avita,Liber,Intel,Core i7,8,8,256,0,Windows,64,73990
Avita,Liber,Intel,Core i7,8,8,256,0,Windows,64,73990
Avita,Liber,Intel,Core i7,8,8,256,0,Windows,64,73990
Avita,Liber,Intel,Core i7,8,8,256,0,Windows,64,73990
ASUS,VivoBook,Intel,Core i7,10,16,512,0,Windows,64,57990
ASUS,VivoBook,Intel,Core i7,10,8,512,0,Windows,64,61990
MSI,GF63,Intel,Core i7,10,16,512,0,Windows,64,79990
Lenovo,IdeaPad,Intel,Core i7,10,8,512,0,Windows,64,68990
Mi,Notebook,Intel,Core i7,10,8,512,0,Windows,64,59490
Lenovo,IdeaPad,Intel,Core i7,11,16,512,0,Windows,64,85990
Lenovo,Legion,Intel,Core i7,11,16,512,0,Windows,64,99990
Infinix,X1,Intel,Core i7,10,16,512,0,Windows,64,54990
ASUS,VivoBook,Intel,Core i7,11,8,512,0,Windows,64,77990
Lenovo,IdeaPad,Intel,Core i7,11,8,512,0,Windows,64,79990
HP,Pavilion,Intel,Core i7,11,16,512,0,Windows,64,93190
ASUS,ZenBook,Intel,Core i7,11,16,512,0,Windows,64,94990
Lenovo,Thinkbook,Intel,Core i7,11,16,512,0,Windows,64,84990
MSI,Missing,Intel,Core i7,10,8,512,0,Windows,64,57990
HP,Envy,Intel,Core i7,11,16,512,0,Windows,64,102990
DELL,Missing,Intel,Core i7,11,16,512,0,Windows,64,99990
ASUS,ASUS,Intel,Core i7,11,16,512,0,Windows,64,94990
HP,Envy,Intel,Core i7,11,16,512,0,Windows,64,104000
MSI,Missing,Intel,Core i7,11,16,512,0,Windows,64,76990
HP,Pavilion,Intel,Core i7,11,16,512,0,Windows,64,90190
Lenovo,Missing,Intel,Core i7,11,16,512,0,Windows,32,88488
MSI,Prestige,Intel,Core i7,10,16,512,0,Windows,64,109990
MSI,Sword,Intel,Core i7,11,16,512,0,Windows,64,86990
MSI,Prestige,Intel,Core i7,11,16,512,0,Windows,64,89990
HP,Spectre,Intel,Core i7,10,16,512,0,Windows,64,239759
ASUS,VivoBook,Intel,Core i7,11,16,512,0,Windows,64,78990
DELL,XPS,Intel,Core i7,8,16,512,0,Windows,64,121890
ASUS,ZenBook,Intel,Core i7,8,16,512,0,Windows,64,85990
MSI,Katana,Intel,Core i7,11,16,512,0,Windows,64,94990
HP,Pavilion,Intel,Core i7,11,16,512,0,Windows,64,92000
HP,Spectre,Intel,Core i7,10,16,512,0,Windows,64,162990
DELL,XPS,Intel,Core i7,11,16,512,0,Windows,64,135300
MSI,Modern,Intel,Core i7,11,16,512,0,Windows,64,64990
Lenovo,ThinkPad,Intel,Core i7,10,16,512,0,Windows,64,174527
Lenovo,ThinkPad,Intel,Core i7,10,16,512,0,Windows,64,162299
DELL,Inspiron,Intel,Core i7,10,16,512,0,Windows,64,109190
HP,Pavilion,Intel,Core i7,11,16,512,0,Windows,64,99999
MSI,Prestige,Intel,Core i7,10,16,512,0,Windows,64,104990
ASUS,Missing,Intel,Core i7,11,16,512,0,Windows,64,109990
ASUS,ZenBook,Intel,Core i7,8,16,512,0,Windows,64,99990
Lenovo,Missing,Intel,Core i7,8,16,512,0,Windows,64,244801
ASUS,ZenBook,Intel,Core i7,11,16,512,0,Windows,64,94990
Lenovo,Ideapad,Intel,Core i7,8,16,512,0,Windows,64,86000
Lenovo,Missing,Intel,Core i7,10,16,512,0,Windows,32,162399
HP,Missing,Intel,Core i7,11,16,512,0,Windows,32,119599
Lenovo,Missing,Intel,Core i7,10,16,512,0,Windows,64,211753
Lenovo,Intel,Intel,Core i7,11,16,512,0,Windows,32,110999
DELL,Missing,Intel,Core i7,11,16,512,0,Windows,64,99990
ASUS,ZenBook,Intel,Core i7,8,8,512,0,Windows,64,81990
MSI,GF63,Intel,Core i7,9,8,512,0,Windows,64,66990
MSI,GF65,Intel,Core i7,10,16,1024,0,Windows,64,84990
ASUS,Zenbook,Intel,Core i7,11,16,1024,0,Windows,64,104990
ASUS,ZenBook,Intel,Core i7,11,16,1024,0,Windows,64,134990
ASUS,ASUS,Intel,Core i7,11,16,1024,0,Windows,64,98990
HP,Envy,Intel,Core i7,10,16,1024,0,Windows,64,144690
ASUS,ZenBook,Intel,Core i7,11,16,1024,0,Windows,64,99990
MSI,Stealth,Intel,Core i7,11,16,1024,0,Windows,64,119990
ASUS,Zephyrus,Intel,Core i7,11,16,1024,0,Windows,32,194990
ASUS,ZenBook,Intel,Core i7,10,16,1024,0,Windows,64,124990
DELL,Inspiron,Intel,Core i7,11,16,1024,0,Windows,64,122410
HP,Spectre,Intel,Core i7,10,16,1024,0,Windows,64,179990
MSI,Summit,Intel,Core i7,11,16,1024,0,Windows,64,154990
Lenovo,Yoga,Intel,Core i7,11,16,1024,0,Windows,64,122990
ASUS,Missing,Intel,Core i7,10,16,1024,0,Windows,64,224990
MSI,Stealth,Intel,Core i7,12,16,1024,0,Windows,64,279990
HP,OMEN,Intel,Core i7,11,16,1024,0,Windows,64,121990
HP,OMEN,Intel,Core i7,11,16,1024,0,Windows,64,116990
Lenovo,Legion,Intel,Core i7,11,16,1024,0,Windows,64,151098
MSI,Pulse,Intel,Core i7,11,16,1024,0,Windows,64,129990
HP,Spectre,Intel,Core i7,11,16,1024,0,Windows,64,149999
MSI,Missing,Intel,Core i7,12,16,1024,0,Windows,64,139990
Acer,Predator,Intel,Core i7,11,16,1024,0,Windows,64,129990
HP,OMEN,Intel,Core i7,11,16,1024,0,Windows,64,171990
DELL,Inspiron,Intel,Core i7,11,16,1024,0,Windows,64,93955
ASUS,ROG,Intel,Core i7,10,16,1024,0,Windows,64,234990
HP,Spectre,Intel,Core i7,11,16,1024,0,Windows,64,128500
Lenovo,Yoga,Intel,Core i7,11,16,1024,0,Windows,64,102990
ASUS,ZenBook,Intel,Core i7,11,16,1024,0,Windows,64,119990
ASUS,Missing,Intel,Core i7,11,16,1024,0,Windows,32,120980
ASUS,Zephyrus,Intel,Core i7,11,16,1024,0,Windows,32,157249
Lenovo,Missing,Intel,Core i7,9,16,1024,0,Windows,64,229900
ASUS,ASUS,Intel,Core i7,11,16,1024,0,Windows,64,131500
ASUS,ExpertBook,Intel,Core i7,10,16,1024,0,Windows,64,154990
ASUS,ExpertBook,Intel,Core i7,10,16,1024,0,Windows,64,165990
Lenovo,Yoga,Intel,Core i7,10,16,1024,0,Windows,64,119990
ASUS,ExpertBook,Intel,Core i7,10,16,1024,0,Windows,64,167990
HP,Spectre,Intel,Core i7,11,16,1024,0,Windows,64,165000
Avita,Liber,Intel,Core i7,10,16,1024,0,Windows,64,62990
Lenovo,ThinkBook,Intel,Core i7,11,16,1024,0,Windows,64,85990
HP,HP,Intel,Core i7,11,16,1024,0,Windows,64,94990
HP,Omen,Intel,Core i7,11,16,1024,0,Windows,64,136990
Lenovo,Legion,Intel,Core i7,10,16,1024,0,Windows,64,234990
Acer,Predator,Intel,Core i7,10,16,2048,0,Windows,64,159990
ASUS,ExpertBook,Intel,Core i7,10,16,2048,0,Windows,64,233990
ASUS,ExpertBook,Intel,Core i7,10,16,0,1024,Windows,64,93990
HP,15,Intel,Core i7,8,16,128,1024,Windows,64,116941
MSI,GF63,Intel,Core i7,10,8,256,1024,Windows,64,63990
ASUS,VivoBook,Intel,Core i7,10,16,256,1024,Windows,64,66990
ASUS,Missing,Intel,Core i7,11,16,256,1024,Windows,32,82500
Acer,Predator,Intel,Core i7,10,16,256,1024,Windows,64,119990
MSI,WF65,Intel,Core i7,10,16,256,1024,Windows,64,159990
ASUS,Pro,Intel,Core i7,8,16,256,1024,Windows,64,98912
Acer,Predator,Intel,Core i7,11,16,512,1024,Windows,64,92990
Acer,Predator,Intel,Core i7,11,16,512,1024,Windows,32,119990
Acer,Predator,Intel,Core i9,11,32,1024,0,Windows,64,169990
Acer,Predator,Intel,Core i9,11,16,1024,0,Windows,64,139990
MSI,Creator,Intel,Core i9,11,16,1024,0,Windows,64,192990
ASUS,ROG,Intel,Core i9,12,16,1024,0,Windows,64,299990
ASUS,Missing,Intel,Core i9,10,16,1024,0,Windows,64,269990
ASUS,ASUS,Intel,Core i9,11,16,1024,0,Windows,64,139990
Lenovo,Missing,Intel,Core i9,10,16,1024,0,Windows,32,265998
ASUS,Zephyrus,Intel,Core i9,11,16,3072,0,Windows,32,441990
Smartron,t.book,Intel,Core m3,7,4,128,0,Windows,64,42990
MSI,Katana,Intel,Core i5,10,8,0,512,DOS,32,86990
MSI,Pulse,Intel,Core i5,10,8,0,512,DOS,32,109990
MSI,Pulse,Intel,Core i5,10,8,0,512,DOS,32,109590
ASUS,ROG,Intel,Core i7,10,16,0,512,DOS,32,146490
HP,Chromebook,Intel,Dual Core,10,4,0,512,DOS,32,61745
ASUS,ZenBook,Intel,Ever Screenpad,10,4,0,512,DOS,64,209690
ASUS,ZenBook,Intel,Ever Screenpad,10,4,0,512,DOS,64,175190
ALIENWARE,Missing,Intel,GeForce GTX,10,8,0,512,DOS,32,199990
DELL,G15,Intel,GeForce GTX,10,8,0,512,DOS,32,75500
ALIENWARE,Missing,Intel,GeForce RTX,10,8,0,512,DOS,32,345390
ALIENWARE,Missing,Intel,GeForce RTX,10,8,0,512,DOS,32,214790
ALIENWARE,Missing,Intel,GeForce RTX,10,8,0,512,DOS,32,269290
DELL,G15,Intel,GEFORCE RTX,10,4,0,512,DOS,32,95990
APPLE,MacBook,M1,M1,10,16,256,0,Mac,64,104990
APPLE,MacBook,M1,M1,10,8,256,0,Mac,64,112990
APPLE,MacBook,M1,M1,10,16,256,0,Mac,64,132990
APPLE,MacBook,M1,M1,10,16,256,0,Mac,64,104990
APPLE,MacBook,M1,M1,10,8,256,0,Mac,64,85990
APPLE,MacBook,M1,M1,10,16,512,0,Mac,64,149990
APPLE,MacBook,M1,M1,10,8,512,0,Mac,64,125990
APPLE,MacBook,M1,M1,10,8,512,0,Mac,64,103990
APPLE,MacBook,M1,M1,10,8,512,0,Mac,64,101990
APPLE,MacBook,M1,M1,10,8,512,0,Mac,64,104990
APPLE,MacBook,M1,M1,10,8,512,0,Mac,64,131990
APPLE,MacBook,M1,M1,10,16,512,0,Mac,64,128990
APPLE,MacBook,M1,M1,10,16,512,0,Mac,64,184990
APPLE,MacBook,M1,M1,10,16,512,0,Mac,64,225990
APPLE,MacBook,M1,M1,10,4,512,0,Mac,64,124990
APPLE,MacBook,M1,M1,10,8,512,0,Mac,64,104990
APPLE,MacBook,M1,M1,10,8,1024,0,Mac,64,149990
APPLE,MacBook,M1,M1,10,16,1024,0,Mac,64,169990
APPLE,MacBook,M1,M1,10,16,1024,0,Mac,64,225990
APPLE,MacBook,M1,M1,10,16,1024,0,Mac,64,243990
APPLE,MacBook,M1,M1,10,32,1024,0,Mac,64,309990
APPLE,MacBook,M1,M1,10,16,1024,0,Mac,64,225990
DELL,G7,Intel,GeForce RTX,10,8,0,512,DOS,32,179990
Acer,Missing,Intel,Genuine Windows,10,4,128,0,DOS,32,116640
Acer,Predator,Intel,Genuine Windows,10,4,0,512,DOS,32,129999
Lenovo,Legion,Intel,Genuine Windows,10,4,0,512,DOS,32,77890
HP,Chromebook,MediaTek,MediaTek Kompanio,10,4,0,512,DOS,32,22990
HP,Chromebook,MediaTek,MediaTek Kompanio,10,4,0,512,DOS,32,22490
HP,Chromebook,MediaTek,MediaTek Kompanio,10,4,0,512,DOS,32,22990
ASUS,APU,AMD,Quad,10,4,0,512,DOS,32,19990
Lenovo,Thinkpad,AMD,Ryzen 5,10,8,512,0,DOS,64,57490
